support,itemsets
0.00019680718194823972,"frozenset({'school_ Spain', 'cluster_71'})"
0.00013246637246516134,"frozenset({'cluster_99', 'school_ Spain'})"
0.00013625112596416596,"frozenset({'cluster_60', 'school_ Spain'})"
0.0001135426049701383,"frozenset({'school_ Spain', 'cluster_14'})"
0.00012489686546715212,"frozenset({'school_ Spain', 'cluster_81'})"
0.00012489686546715212,"frozenset({'school_ Spain', 'cluster_38'})"
0.00587015267695615,"frozenset({'school_ modern', 'cluster_84'})"
0.0006926098903178436,"frozenset({'cluster_84', 'school_ Unknown'})"
0.0001513901399601844,"frozenset({'cluster_84', 'school_ Italy'})"
0.00010975785147113369,"frozenset({'school_ France', 'cluster_84'})"
0.00949973128250157,"frozenset({'cluster_40', 'school_ modern'})"
0.0006850403833198344,"frozenset({'cluster_40', 'school_ Unknown'})"
0.0001173273584691429,"frozenset({'cluster_16', 'school_ France'})"
0.007671695342482344,"frozenset({'cluster_16', 'school_ modern'})"
0.0011619193241944152,"frozenset({'cluster_16', 'school_ Unknown'})"
0.00010597309797212908,"frozenset({'cluster_16', 'school_ Netherlands'})"
0.0003406278149104149,"frozenset({'cluster_16', 'school_ Italy'})"
0.003345722093120075,"frozenset({'school_ modern', 'cluster_69'})"
0.000397399117395484,"frozenset({'school_ Flanders', 'cluster_69'})"
0.001396574041132701,"frozenset({'school_ Italy', 'cluster_69'})"
0.002153524740933623,"frozenset({'school_ Unknown', 'cluster_69'})"
0.0005866367923457145,"frozenset({'school_ Netherlands', 'cluster_69'})"
0.0004238923918885163,"frozenset({'school_ France', 'cluster_69'})"
0.005302439652105458,"frozenset({'school_ modern', 'cluster_8'})"
0.000756950699800922,"frozenset({'cluster_8', 'school_ Unknown'})"
0.00045038566638154855,"frozenset({'cluster_8', 'school_ Netherlands'})"
0.0006850403833198344,"frozenset({'cluster_8', 'school_ Italy'})"
0.00029899552642136416,"frozenset({'school_ France', 'cluster_8'})"
0.00016274440045719823,"frozenset({'cluster_8', 'school_ Flanders'})"
0.0005071569688666177,"frozenset({'cluster_59', 'school_ Italy'})"
0.010464843424747745,"frozenset({'school_ modern', 'cluster_59'})"
0.00023843947043729043,"frozenset({'cluster_59', 'school_ Netherlands'})"
0.003792323006002619,"frozenset({'cluster_59', 'school_ Unknown'})"
0.0001476053864611798,"frozenset({'cluster_82', 'school_ England'})"
0.00012111211196814751,"frozenset({'cluster_24', 'school_ England'})"
